ID,Study_ID,Author,Affiliation ID,Affiliation,City,Country
1345,343,Obiajunwa C.C.,60029544,University of Port Harcourt,Port Harcourt,Nigeria
1346,344,Mothupi K.A.,60079992,University of the Witwatersrand Faculty of Health Sciences,Johannesburg,South Africa
1347,344,Nqcobo C.B.,60079992,University of the Witwatersrand Faculty of Health Sciences,Johannesburg,South Africa
1348,344,Yengopal V.,60079992,University of the Witwatersrand Faculty of Health Sciences,Johannesburg,South Africa
1349,345,Iyogun C.,60029544,University of Port Harcourt,Port Harcourt,Nigeria
1350,345,Omitola O.,60029544,University of Port Harcourt,Port Harcourt,Nigeria
1351,345,Ukegheson G.,60029544,University of Port Harcourt,Port Harcourt,Nigeria
1352,346,Idowu E.,60028601,University of Jos,Jos,Nigeria
1353,346,Afolabi A.,60031743,Federal Medical Centre Nigeria,N/A,Nigeria
1354,346,Nwhator S.,60011031,Obafemi Awolowo University,Ife,Nigeria
1355,347,Agbara R.,60028601,University of Jos,Jos,Nigeria
1356,347,Obiadazie A.C.,60010799,Ahmadu Bello University,Zaria,Nigeria
1357,347,Fomete B.,60010799,Ahmadu Bello University,Zaria,Nigeria
1358,347,Omeje K.U.,60104685,Aminu Kano Teaching Hospital,Kano,Nigeria
1359,348,Isiekwe G.I.,60006448,University of Lagos,Lagos,Nigeria
1360,348,Oguchi C.O.,60004465,Bayero University,Kano,Nigeria
1361,348,Dacosta O.O.,60006448,University of Lagos,Lagos,Nigeria
1362,348,Utomi I.L.,60006448,University of Lagos,Lagos,Nigeria
1363,349,Adeniyi A.,60025593,Lagos State University,Lagos,Nigeria
1364,349,Diaku-Akinwumi I.,60025593,Lagos State University,Lagos,Nigeria
1365,349,Ola B.,60025593,Lagos State University,Lagos,Nigeria
1366,350,Chukwuneke F.N.,60025390,University of Nigeria,Naukka,Nigeria
1367,350,Anyanechi C.E.,100487771,UNTH,Enugu,Nigeria
1368,350,Akpeh J.O.,60021765,University of Calabar,Calabar,Nigeria
1369,350,Chukwuka A.,60025390,University of Nigeria,Naukka,Nigeria
1370,350,Ekwueme O.C.,100524135,Ikeja General Hospital,Lagos,Nigeria
1371,351,Kolude B.,60018680,"University College Hospital, Ibadan",Ibadan,Nigeria
1372,351,Akinyele A.,60018680,"University College Hospital, Ibadan",Ibadan,Nigeria
1373,351,Joshua O.T.,60018680,"University College Hospital, Ibadan",Ibadan,Nigeria
1374,351,Ahmed L.,60018680,"University College Hospital, Ibadan",Ibadan,Nigeria
1375,352,Oyetola E.O.,60011031,Obafemi Awolowo University,Ife,Nigeria
1376,352,Oyewole T.,60011031,Obafemi Awolowo University,Ife,Nigeria
1377,352,Adedigba M.,60011031,Obafemi Awolowo University,Ife,Nigeria
1378,352,Aregbesola S.T.,60011031,Obafemi Awolowo University,Ife,Nigeria
1379,352,Umezudike K.,60199625,Lagos University Teaching Hospital,Lagos,Nigeria
1380,352,Adewale A.,60011031,Obafemi Awolowo University,Ife,Nigeria
1381,353,Adoga A.,60028601,University of Jos,Jos,Nigeria
1382,353,Silas O.,60028601,University of Jos,Jos,Nigeria
1383,353,Yaro J.,60028601,University of Jos,Jos,Nigeria
1384,353,Okwori E.,60028601,University of Jos,Jos,Nigeria
1385,353,Iduh A.,60028601,University of Jos,Jos,Nigeria
1386,353,Mgbachi C.,60028601,University of Jos,Jos,Nigeria
1387,354,Denloye O.,60006270,University of Ibadan,Ibadan,Nigeria
1388,354,Popoola B.,60006270,University of Ibadan,Ibadan,Nigeria
1389,354,Ifesanya J.,60006270,University of Ibadan,Ibadan,Nigeria
1390,355,Tesfalul M.,60003711,University of Pennsylvania Perelman School of Medicine,Philadelphia,United States
1391,355,Littman-Quinn R.,60107840,Botswana-UPenn Partnership,Philadelphia,United States
1392,355,Antwi C.,60003711,University of Pennsylvania Perelman School of Medicine,Philadelphia,United States
1393,355,Ndlovu S.,60107840,Botswana-UPenn Partnership,Philadelphia,United States
1394,355,Motsepe D.,60107842,Botswana Ministry of Health &amp; Wellness,Gaborone,Botswana
1395,355,Phuthego M.,60257337,Princess Marina Hospital,Gaborone,Botswana
1396,355,Tau B.,60257337,Princess Marina Hospital,Gaborone,Botswana
1397,355,Mohutsiwa-Dibe N.,60257337,Princess Marina Hospital,Gaborone,Botswana
1398,355,Kovarik C.,60257337,Princess Marina Hospital,Gaborone,Botswana
1399,356,Oga E.A.,60012957,University of Maryland School of Medicine,Baltimore,United States
1400,356,Schumaker L.M.,60078170,Institute of Human Virology - Nigeria,Abuja,Nigeria
1401,356,Alabi B.S.,60012957,University of Maryland School of Medicine,Baltimore,United States
1402,356,Obaseki D.,60010382,University of Ilorin,Ilorin,Nigeria
1403,356,Umana A.,60017980,University of Benin,Benin,Nigeria
1404,356,Bassey I.A.,60021765,University of Calabar,Calabar,Nigeria
1405,356,Ebughe G.,60021765,University of Calabar,Calabar,Nigeria
1406,356,Oluwole O.,60021765,University of Calabar,Calabar,Nigeria
1407,356,Akeredolu T.,60011416,University of Abuja,Abuja,Nigeria
1408,356,Adebamowo S.N.,60078170,Institute of Human Virology - Nigeria,Abuja,Nigeria
1409,356,Dakum P.,60078170,Institute of Human Virology - Nigeria,Abuja,Nigeria
1410,356,Cullen K.,60032499,Harvard T.H. Chan School of Public Health,Boston,United States
1411,356,Adebamowo C.A.,60013369,National Human Genome Research Institute (NHGRI),Bethesda,United States
1412,357,Onyejaka N.K.,60025390,University of Nigeria,Naukka,Nigeria
1413,357,Folayan M.O.,60011031,Obafemi Awolowo University,Ife,Nigeria
1414,357,Folaranmi N.,60025390,University of Nigeria,Naukka,Nigeria
1415,358,Msyamboza K.P.,60027142,Organisation Mondiale de la Santé,Geneva,Switzerland
1416,358,Phale E.,60072660,University of Malawi,Zomba,Malawi
1417,358,Namalika J.M.,105309532,City Centre,Lilongwe,Malawi
1418,358,Mwase Y.,60072668,Ministry of Health Malawai,Lilongwe,Malawi
1419,358,Samonte G.C.,60072667,Kamuzu Central Hospital,Lilongwe,Malawi
1420,358,Kajirime D.,60072667,Kamuzu Central Hospital,Lilongwe,Malawi
1421,358,Sumani S.,60072667,Kamuzu Central Hospital,Lilongwe,Malawi
1422,358,Chalila P.D.,116424463,Malawi College of Health Services,N/A,Malawi
1423,358,Potani R.,60072679,Queen Elizabeth Central Hospital Malawi,Blantyre,Malawi
1424,358,Mwale G.C.,60072668,Ministry of Health Malawai,Lilongwe,Malawi
1425,358,Kathyola D.,60120024,Zomba Central Hospital,Zomba,Malawi
1426,358,Mukiwa W.,60072668,Ministry of Health Malawai,Lilongwe,Malawi
1427,362,Jegede A.T.,60126119,Babcock University,Ilishan-Remo,Nigeria
1428,362,Oyedele T.A.,60126119,Babcock University,Ilishan-Remo,Nigeria
1429,362,Sodipo B.O.,60126119,Babcock University,Ilishan-Remo,Nigeria
1430,362,Folayan M.O.,60110453,Obafemi Awolowo University Teaching Hospitals Complex,Ife,Nigeria
1431,363,Umeh O.D.,60199625,Lagos University Teaching Hospital,Lagos,Nigeria
1432,363,Sanu O.O.,60024019,"College of Medicine, University of Lagos",Lagos,Nigeria
1433,363,Utomi I.L.,60024019,"College of Medicine, University of Lagos",Lagos,Nigeria
1434,363,Nwaokorie F.O.,60089405,Nigerian Institute of Medical Research,Yaba,Nigeria
1435,364,Enabulele J.,60017980,University of Benin,Benin,Nigeria
1436,364,Oginni A.,60011031,Obafemi Awolowo University,Ife,Nigeria
1437,364,Sede M.,60017980,University of Benin,Benin,Nigeria
1438,364,Oginni F.,60011031,Obafemi Awolowo University,Ife,Nigeria
1439,365,Kolawole K.A.,60011031,Obafemi Awolowo University,Ife,Nigeria
1440,365,Folayan M.O.,60011031,Obafemi Awolowo University,Ife,Nigeria
1441,365,Agbaje H.O.,60110453,Obafemi Awolowo University Teaching Hospitals Complex,Ife,Nigeria
1442,365,Oyedele T.A.,60110453,Obafemi Awolowo University Teaching Hospitals Complex,Ife,Nigeria
1443,365,Oziegbe E.O.,60011031,Obafemi Awolowo University,Ife,Nigeria
1444,365,Onyejaka N.K.,60110453,Obafemi Awolowo University Teaching Hospitals Complex,Ife,Nigeria
1445,365,Chukwumah N.M.,60110453,Obafemi Awolowo University Teaching Hospitals Complex,Ife,Nigeria
1446,365,Oshomoji O.V.,60110453,Obafemi Awolowo University Teaching Hospitals Complex,Ife,Nigeria
1447,366,Trilisinskaya Y.,119772391,Tropical Program and St. Elizabeth University,,United States
1448,366,Trilisinskaya Y.,119771939,Autonomous Region of Kurdistan,,Iraq
1449,366,Trilisinskaya Y.,119771907,Mary Immaculate clinic Mapuordit SEUC,,Sudan
1450,366,Trilisinskaya Y.,119772017,Yivol county,,Sudan
1451,366,Smrekova E.,119772391,Tropical Program and St. Elizabeth University,,United States
1452,366,Smrekova E.,119771907,Mary Immaculate clinic Mapuordit SEUC,,Sudan
1453,366,Smrekova E.,119772017,Yivol county,,Sudan
1454,366,Komlosi M.,119772391,Tropical Program and St. Elizabeth University,,United States
1455,366,Komlosi M.,119771907,Mary Immaculate clinic Mapuordit SEUC,,Sudan
1456,366,Komlosi M.,119772017,Yivol county,,Sudan
1457,366,Ondova P.,119772391,Tropical Program and St. Elizabeth University,,United States
1458,366,Ondova P.,119771907,Mary Immaculate clinic Mapuordit SEUC,,Sudan
1459,366,Ondova P.,119772017,Yivol county,,Sudan
1460,366,Svobodova H.,119772391,Tropical Program and St. Elizabeth University,,United States
1461,366,Svobodova H.,119771939,Autonomous Region of Kurdistan,,Iraq
1462,366,Svobodova H.,119771907,Mary Immaculate clinic Mapuordit SEUC,,Sudan
1463,366,Svobodova H.,119772017,Yivol county,,Sudan
1464,366,Voinescu B.,119772391,Tropical Program and St. Elizabeth University,,United States
1465,366,Voinescu B.,119771907,Mary Immaculate clinic Mapuordit SEUC,,Sudan
1466,366,Voinescu B.,119772017,Yivol county,,Sudan
1467,368,Onyejaka N.K.,60025390,University of Nigeria,Naukka,Nigeria
1468,368,Folayan M.O.,60011031,Obafemi Awolowo University,Ife,Nigeria
1469,368,Folaranmi N.,60025390,University of Nigeria,Naukka,Nigeria
1470,369,Folayan M.O.,60011031,Obafemi Awolowo University,Ife,Nigeria
1471,369,Arije O.O.,60110453,Obafemi Awolowo University Teaching Hospitals Complex,Ife,Nigeria
1472,370,Ajayi Y.O.,60006448,University of Lagos,Lagos,Nigeria
1473,370,Ajayi Y.O.,60006270,University of Ibadan,Ibadan,Nigeria
1474,370,Akinboboye B.O.,60006448,University of Lagos,Lagos,Nigeria
1475,370,Dosumu O.O.,60006270,University of Ibadan,Ibadan,Nigeria
1476,370,Akeredolu P.A.,60006448,University of Lagos,Lagos,Nigeria
1477,371,Cheng J.,60010365,The University of British Columbia,Vancouver,Canada
1478,371,Campbell K.,118205072,Office of Pediatric Surgical Evaluation and Innovation,N/A,Canada
1479,372,Mbacké Lo C.M.,60071540,Universite Cheikh Anta Diop,Dakar,Senegal
1480,372,Diop M.,60071540,Universite Cheikh Anta Diop,Dakar,Senegal
1481,372,Kanouté A.,60071540,Universite Cheikh Anta Diop,Dakar,Senegal
1482,372,Diouf M.,60071540,Universite Cheikh Anta Diop,Dakar,Senegal
1483,372,Cissé D.,60071540,Universite Cheikh Anta Diop,Dakar,Senegal
1484,372,Faye D.,60071540,Universite Cheikh Anta Diop,Dakar,Senegal
1485,373,Onyejaka N.K.,60025390,University of Nigeria,Naukka,Nigeria
1486,373,Amobi E.O.,60025390,University of Nigeria,Naukka,Nigeria
1487,374,Adedigba M.A.,60011031,Obafemi Awolowo University,Ife,Nigeria
1488,374,Adekanmbi V.T.,60011031,Obafemi Awolowo University,Ife,Nigeria
1489,374,Asa S.,60011031,Obafemi Awolowo University,Ife,Nigeria
1490,375,Shaw L.,60022148,University College London,London,United Kingdom
1491,375,Harjunmaa U.,60022148,University College London,London,United Kingdom
1492,375,Doyle R.,60011170,Tampere University,Tampere,Finland
1493,375,Mulewa S.,60022148,University College London,London,United Kingdom
1494,375,Charlie D.,60072660,University of Malawi,Zomba,Malawi
1495,375,Maleta K.,60072660,University of Malawi,Zomba,Malawi
1496,375,Callard R.,60072660,University of Malawi,Zomba,Malawi
1497,375,Sarah Walker A.,60022148,University College London,London,United Kingdom
1498,375,Balloux F.,60003108,MRC Clinical Trials Unit,London,United Kingdom
1499,375,Ashorn P.,60022148,University College London,London,United Kingdom
1500,375,Klein N.,60011170,Tampere University,Tampere,Finland
1501,376,Minja I.K.,60091726,Muhimbili University of Health and Allied Sciences,Dar Es Salaam,Tanzania
1502,376,Astrom A.N.,60029622,Universitetet i Bergen,Bergen,Norway
1503,376,Masalu J.R.,60091726,Muhimbili University of Health and Allied Sciences,Dar Es Salaam,Tanzania
1504,377,Kebede A.,60138458,Ethiopian Public Health Institute,Addis Ababa,Ethiopia
1505,377,Retta N.,60071181,Addis Ababa University,Addis Ababa,Ethiopia
1506,377,Abuye C.,60109245,Save the Children Fund,London,United Kingdom
1507,377,Malde M.K.,60023659,Havforskningsinstituttet,Bergen,Norway
1508,378,Eigbobo J.,60029544,University of Port Harcourt,Port Harcourt,Nigeria
1509,378,Etim S.,60029544,University of Port Harcourt,Port Harcourt,Nigeria
1510,379,Soroye M.O.,60029544,University of Port Harcourt,Port Harcourt,Nigeria
1511,379,Ayanbadejo P.O.,60006448,University of Lagos,Lagos,Nigeria
1512,380,Kolisa Y.,60016218,"University of the Witwatersrand, Johannesburg",Johannesburg,South Africa
1513,381,Moshy J.R.,60091726,Muhimbili University of Health and Allied Sciences,Dar Es Salaam,Tanzania
1514,381,Sohal K.S.,60071590,Muhimbili National Hospital,Dar Es Salaam,Tanzania
1515,382,Bane K.,60071541,Universite Cheikh Anta Diop Faculte de Medecine et de Pharmacie,Dakar,Senegal
1516,382,Charpentier E.,60021567,AP-HP Assistance Publique - Hopitaux de Paris,Paris,France
1517,382,Bronnec F.,60015622,Hôpital Universitaire Pitié Salpêtrière,Paris,France
1518,382,Descroix V.,60015622,Hôpital Universitaire Pitié Salpêtrière,Paris,France
1519,382,Gaye-N'Diaye F.,60123796,Université Paris Cité,Paris,France
1520,382,Kane A.W.,60015622,Hôpital Universitaire Pitié Salpêtrière,Paris,France
1521,382,Toledo R.,60123796,Université Paris Cité,Paris,France
1522,382,Machtou P.,60071541,Universite Cheikh Anta Diop Faculte de Medecine et de Pharmacie,Dakar,Senegal
1523,382,Azérad J.,60071541,Universite Cheikh Anta Diop Faculte de Medecine et de Pharmacie,Dakar,Senegal
1524,383,Harjunmaa U.,60011170,Tampere University,Tampere,Finland
1525,383,Järnstedt J.,60008760,University Hospital of Tampere,Tampere,Finland
1526,383,Dewey K.G.,60014439,"University of California, Davis",Davis,United States
1527,383,Ashorn U.,60011170,Tampere University,Tampere,Finland
1528,383,Maleta K.,60072660,University of Malawi,Zomba,Malawi
1529,383,Vosti S.A.,60014439,"University of California, Davis",Davis,United States
1530,383,Ashorn P.,60011170,Tampere University,Tampere,Finland
1531,384,Chukwumah N.M.,60017980,University of Benin,Benin,Nigeria
1532,384,Folayan M.O.,60011031,Obafemi Awolowo University,Ife,Nigeria
1533,384,Oziegbe E.O.,60011031,Obafemi Awolowo University,Ife,Nigeria
1534,384,Umweni A.A.,60017980,University of Benin,Benin,Nigeria
1535,385,Umeizudike K.A.,60006448,University of Lagos,Lagos,Nigeria
1536,385,Ayanbadejo P.O.,60006448,University of Lagos,Lagos,Nigeria
1537,385,Savage K.O.,60006448,University of Lagos,Lagos,Nigeria
1538,385,Nwhator S.O.,60011031,Obafemi Awolowo University,Ife,Nigeria
1539,385,Akanmu A.S.,60006448,University of Lagos,Lagos,Nigeria
1540,385,Ogunleye O.,60025593,Lagos State University,Lagos,Nigeria
1541,386,Minja I.,60091726,Muhimbili University of Health and Allied Sciences,Dar Es Salaam,Tanzania
1542,386,Jovin A.,60091726,Muhimbili University of Health and Allied Sciences,Dar Es Salaam,Tanzania
1543,386,Mandari G.,60091726,Muhimbili University of Health and Allied Sciences,Dar Es Salaam,Tanzania
1544,387,Umeizudike K.A.,60006448,University of Lagos,Lagos,Nigeria
1545,387,Iwuala S.O.,60006448,University of Lagos,Lagos,Nigeria
1546,387,Ozoh O.B.,60006448,University of Lagos,Lagos,Nigeria
1547,387,Ayanbadejo P.O.,60006448,University of Lagos,Lagos,Nigeria
1548,387,Fasanmade O.A.,60006448,University of Lagos,Lagos,Nigeria
1549,388,Eke C.,60025390,University of Nigeria,Naukka,Nigeria
1550,388,Akaji E.,60025390,University of Nigeria,Naukka,Nigeria
1551,388,Ukoha O.,60031743,Federal Medical Centre Nigeria,N/A,Nigeria
1552,388,Muoneke V.,60025390,University of Nigeria,Naukka,Nigeria
1553,388,Ikefuna A.,60025390,University of Nigeria,Naukka,Nigeria
1554,388,Onwuasigwe C.,60025390,University of Nigeria,Naukka,Nigeria
1555,389,Rwakatema D.S.,60071575,Kilimanjaro Christian Medical University College,Moshi,Tanzania
1556,389,Ananduni K.N.,60071574,Kilimanjaro Christian Medical Centre,Moshi,Tanzania
1557,389,Katiti V.W.,60071575,Kilimanjaro Christian Medical University College,Moshi,Tanzania
1558,389,Msuya M.,60071575,Kilimanjaro Christian Medical University College,Moshi,Tanzania
1559,389,Chugulu J.,60071575,Kilimanjaro Christian Medical University College,Moshi,Tanzania
1560,389,Kapanda G.,60071575,Kilimanjaro Christian Medical University College,Moshi,Tanzania
1561,390,Folayan M.O.,60011031,Obafemi Awolowo University,Ife,Nigeria
1562,390,Kolawole K.A.,115204497,Oral Habit Study Group,Ife,Nigeria
1563,390,Oziegbe E.O.,60110453,Obafemi Awolowo University Teaching Hospitals Complex,Ife,Nigeria
1564,390,Oyedele T.,60011031,Obafemi Awolowo University,Ife,Nigeria
1565,390,Oshomoji O.V.,115204497,Oral Habit Study Group,Ife,Nigeria
1566,390,Chukwumah N.M.,60110453,Obafemi Awolowo University Teaching Hospitals Complex,Ife,Nigeria
1567,390,Onyejaka N.,60011031,Obafemi Awolowo University,Ife,Nigeria
1568,391,Oyedele T.A.,60110453,Obafemi Awolowo University Teaching Hospitals Complex,Ife,Nigeria
1569,391,Folayan M.O.,60110453,Obafemi Awolowo University Teaching Hospitals Complex,Ife,Nigeria
1570,391,Adekoya-Sofowora C.A.,60011031,Obafemi Awolowo University,Ife,Nigeria
1571,391,Oziegbe E.O.,60110453,Obafemi Awolowo University Teaching Hospitals Complex,Ife,Nigeria
1572,392,Okeigbemen S.,60017980,University of Benin,Benin,Nigeria
1573,392,Nnawuihe C.,60017980,University of Benin,Benin,Nigeria
1574,397,Kutesa A.,60196602,Makerere University College of Health Sciences,Kampala,Uganda
1575,397,Kasangaki A.,60196602,Makerere University College of Health Sciences,Kampala,Uganda
1576,397,Nkamba M.,60196602,Makerere University College of Health Sciences,Kampala,Uganda
1577,397,Muwazi L.,60196602,Makerere University College of Health Sciences,Kampala,Uganda
1578,397,Okullo I.,60196602,Makerere University College of Health Sciences,Kampala,Uganda
1579,397,Rwenyonyi C.M.,60196602,Makerere University College of Health Sciences,Kampala,Uganda
1580,398,Diouf M.,60071540,Universite Cheikh Anta Diop,Dakar,Senegal
1581,398,Basse A.,115136136,Neurology Department,Dakar,Senegal
1582,398,Ndiaye M.,115136136,Neurology Department,Dakar,Senegal
1583,398,Cisse D.,112996301,"Faculty of Medicine, Pharmacy and Dentistry",Dakar,Senegal
1584,398,Lo C.,112996301,"Faculty of Medicine, Pharmacy and Dentistry",Dakar,Senegal
1585,398,Faye D.,112996301,"Faculty of Medicine, Pharmacy and Dentistry",Dakar,Senegal
1586,399,Hewlett S.A.,60017910,University of Ghana,Accra,Ghana
1587,399,Calys-Tagoe B.N.L.,60017910,University of Ghana,Accra,Ghana
1588,399,Yawson A.E.,60017910,University of Ghana,Accra,Ghana
1589,399,Dako-Gyeke P.,60017910,University of Ghana,Accra,Ghana
1590,399,Nakua E.,60071885,Kwame Nkrumah University of Science and Technology,Kumasi,Ghana
1591,399,Folson G.,60017910,University of Ghana,Accra,Ghana
1592,399,Baddo A.N.,60017910,University of Ghana,Accra,Ghana
1593,399,Mensah G.,60017910,University of Ghana,Accra,Ghana
1594,399,Minicuci N.,60027142,Organisation Mondiale de la Santé,Geneva,Switzerland
1595,399,Kowal P.,60027142,Organisation Mondiale de la Santé,Geneva,Switzerland
1596,399,Biritwum R.B.,60010571,"The University of Newcastle, Australia",Callaghan,Australia
1597,400,Craig L.,60023439,Desert Research Institute,Reno,United States
1598,400,Lutz A.,60023439,Desert Research Institute,Reno,United States
1599,400,Berry K.A.,60001769,"University of Nevada, Reno",Reno,United States
1600,400,Yang W.,60001769,"University of Nevada, Reno",Reno,United States
1601,401,Okoje-Adesomoju V.N.,60199609,"College of Medicine, University of Ibadan",Ibadan,Nigeria
1602,401,Ifesanya J.U.,60199609,"College of Medicine, University of Ibadan",Ibadan,Nigeria
1603,401,Alonge T.O.,60199609,"College of Medicine, University of Ibadan",Ibadan,Nigeria
1604,402,Eigbobo J.,60025390,University of Nigeria,Naukka,Nigeria
1605,402,Nzomiwu C.,60025390,University of Nigeria,Naukka,Nigeria
1606,402,Etim S.,60025390,University of Nigeria,Naukka,Nigeria
1607,402,Amobi E.,60025390,University of Nigeria,Naukka,Nigeria
1608,403,Oginni F.O.,60011031,Obafemi Awolowo University,Ife,Nigeria
1609,403,Stoelinga P.J.W.,60002573,Radboud University Medical Center,Nijmegen,Netherlands
1610,403,Ajike S.A.,60010799,Ahmadu Bello University,Zaria,Nigeria
1611,403,Obuekwe O.N.,60017980,University of Benin,Benin,Nigeria
1612,403,Olokun B.A.,60008156,"National Hospital, Abuja",Abuja,Nigeria
1613,403,Adebola R.A.,60104685,Aminu Kano Teaching Hospital,Kano,Nigeria
1614,403,Adeyemo W.L.,60199625,Lagos University Teaching Hospital,Lagos,Nigeria
1615,403,Fasola O.,60018680,"University College Hospital, Ibadan",Ibadan,Nigeria
1616,403,Adesina O.A.,60013763,University of Maiduguri,Maiduguri,Nigeria
1617,403,Akinbami B.O.,60029544,University of Port Harcourt,Port Harcourt,Nigeria
1618,403,Iwegbu I.O.,60031743,Federal Medical Centre Nigeria,N/A,Nigeria
1619,403,Ogunmuyiwa S.A.,60031743,Federal Medical Centre Nigeria,N/A,Nigeria
1620,403,Obimakinde O.S.,60105050,Ekiti State University,Ado-Ekiti,Nigeria
1621,403,Uguru C.C.,60021842,Nnamdi Azikiwe University,Awka,Nigeria
1622,404,Azodo C.,60017980,University of Benin,Benin,Nigeria
1623,404,Agbor A.,102063321,Université des Montagnes,Bangangté,Cameroon
1624,405,Njoroge N.W.,60016218,"University of the Witwatersrand, Johannesburg",Johannesburg,South Africa
1625,405,Kemoli A.,60048717,University of Nairobi,Nairobi,Kenya
1626,405,Gathece L.W.,60048717,University of Nairobi,Nairobi,Kenya
1627,406,Reddy M.,60010499,University of KwaZulu-Natal,Durban,South Africa
1628,406,Singh S.,60010499,University of KwaZulu-Natal,Durban,South Africa
1629,407,Anyanechi C.E.,60021765,University of Calabar,Calabar,Nigeria
1630,408,Chidzonga M.,60011031,Obafemi Awolowo University,Ife,Nigeria
1631,408,Carneiro L.,60011031,Obafemi Awolowo University,Ife,Nigeria
1632,408,Kalyanyama B.,60011031,Obafemi Awolowo University,Ife,Nigeria
1633,408,Kwamin F.,60011031,Obafemi Awolowo University,Ife,Nigeria
1634,408,Oginni F.,60011031,Obafemi Awolowo University,Ife,Nigeria
1635,409,Lawal F.B.,60006270,University of Ibadan,Ibadan,Nigeria
1636,409,Taiwo J.O.,60006270,University of Ibadan,Ibadan,Nigeria
1637,409,Oke G.A.,60006270,University of Ibadan,Ibadan,Nigeria
1638,410,Nyamuryekung'e K.K.,60091726,Muhimbili University of Health and Allied Sciences,Dar Es Salaam,Tanzania
1639,410,Lahti S.M.,60006876,Turun yliopisto,Turku,Finland
1640,410,Tuominen R.J.,60006876,Turun yliopisto,Turku,Finland
1641,411,Esan A.,60110453,Obafemi Awolowo University Teaching Hospitals Complex,Ife,Nigeria
1642,411,Folayan M.O.,60011031,Obafemi Awolowo University,Ife,Nigeria
1643,411,Egbetade G.O.,60110453,Obafemi Awolowo University Teaching Hospitals Complex,Ife,Nigeria
1644,411,Oyedele T.A.,60110453,Obafemi Awolowo University Teaching Hospitals Complex,Ife,Nigeria
1645,412,Fomete B.,60010799,Ahmadu Bello University,Zaria,Nigeria
1646,412,Adebayo E.T.,127219408,Bonny Camp,Ikoyi,Nigeria
1647,412,Ononiwu C.N.,60010799,Ahmadu Bello University,Zaria,Nigeria
1648,413,Olatosi O.O.,60024019,"College of Medicine, University of Lagos",Lagos,Nigeria
1649,413,Inem V.,60024019,"College of Medicine, University of Lagos",Lagos,Nigeria
1650,413,Sofola O.O.,60024019,"College of Medicine, University of Lagos",Lagos,Nigeria
1651,413,Prakash P.,127158413,Manubhai Patel Dental College and Hospital,"Baroda, Gujarat",India
1652,413,Sote E.O.,60024019,"College of Medicine, University of Lagos",Lagos,Nigeria
1653,414,Temilola O.D.,60110453,Obafemi Awolowo University Teaching Hospitals Complex,Ife,Nigeria
1654,414,Folayan M.O.,60011031,Obafemi Awolowo University,Ife,Nigeria
1655,414,Oyedele T.,115204497,Oral Habit Study Group,Ife,Nigeria
1656,415,Odai E.D.,60017980,University of Benin,Benin,Nigeria
1657,415,Ehizele A.O.,60017980,University of Benin,Benin,Nigeria
1658,415,Enabulele J.E.,60017980,University of Benin,Benin,Nigeria
1659,416,Oyedele T.A.,60110453,Obafemi Awolowo University Teaching Hospitals Complex,Ife,Nigeria
1660,416,Folayan M.O.,60110453,Obafemi Awolowo University Teaching Hospitals Complex,Ife,Nigeria
1661,416,Adekoya-Sofowora C.A.,60011031,Obafemi Awolowo University,Ife,Nigeria
1662,416,Oziegbe E.O.,60110453,Obafemi Awolowo University Teaching Hospitals Complex,Ife,Nigeria
1663,416,Esan T.A.,60011031,Obafemi Awolowo University,Ife,Nigeria
1664,417,Anyanechi C.E.,60021765,University of Calabar,Calabar,Nigeria
1665,417,Osunde O.D.,60021765,University of Calabar,Calabar,Nigeria
1666,417,Bassey G.O.,60021765,University of Calabar,Calabar,Nigeria
1667,418,Omoregie F.O.,60017980,University of Benin,Benin,Nigeria
1668,418,Sede M.A.,60017980,University of Benin,Benin,Nigeria
1669,418,Ojo A.M.,60017980,University of Benin,Benin,Nigeria
1670,424,Turton M.,60031569,University of the Western Cape,Bellville,South Africa
1671,424,Naidoo S.,60031569,University of the Western Cape,Bellville,South Africa
1672,426,Azodo C.C.,60017980,University of Benin,Benin,Nigeria
1673,426,Umoh A.O.,60017980,University of Benin,Benin,Nigeria
1674,427,Anyanechi C.E.,60021765,University of Calabar,Calabar,Nigeria
1675,427,Saheeb B.D.,60017980,University of Benin,Benin,Nigeria
1676,428,Smit D.A.,60031569,University of the Western Cape,Bellville,South Africa
1677,429,Etiaba E.,60025390,University of Nigeria,Naukka,Nigeria
1678,429,Uguru N.,60025390,University of Nigeria,Naukka,Nigeria
1679,429,Ebenso B.,60025390,University of Nigeria,Naukka,Nigeria
1680,429,Russo G.,60025390,University of Nigeria,Naukka,Nigeria
1681,429,Ezumah N.,60012070,University of Leeds,Leeds,United Kingdom
1682,429,Uzochukwu B.,60066048,Instituto de Higiene e Medicina Tropical,Lisbon,Portugal
1683,429,Onwujekwe O.,60025390,University of Nigeria,Naukka,Nigeria
1684,430,Birungi N.,60029622,Universitetet i Bergen,Bergen,Norway
1685,430,Fadnes L.T.,60029622,Universitetet i Bergen,Bergen,Norway
1686,430,Okullo I.,60029622,Universitetet i Bergen,Bergen,Norway
1687,430,Kasangaki A.,60029622,Universitetet i Bergen,Bergen,Norway
1688,430,Nankabirwa V.,60071676,Makerere University,Kampala,Uganda
1689,430,Ndeezi G.,60071676,Makerere University,Kampala,Uganda
1690,430,Tumwine J.K.,60029622,Universitetet i Bergen,Bergen,Norway
