"Study_ID","ID","Author","Affiliation ID","Affiliation","City","Country","TI","DO","UR","PY","lat","long"
238,920,"Olayemi A.B.",60029544,"University of Port Harcourt","Port Harcourt","Nigeria","Pattern, severity, and management of cranio-maxillofacial soft-tissue injuries in Port Harcourt, Nigeria","10.4103/0974-2700.120362","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889686916&doi=10.4103%2f0974-2700.120362&partnerID=40&md5=7cf0a654db62882a0029b75fe5712c1e",2013,4.9107657,6.91019230315209
238,921,"Adeniyi A.O.",60029544,"University of Port Harcourt","Port Harcourt","Nigeria","Pattern, severity, and management of cranio-maxillofacial soft-tissue injuries in Port Harcourt, Nigeria","10.4103/0974-2700.120362","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889686916&doi=10.4103%2f0974-2700.120362&partnerID=40&md5=7cf0a654db62882a0029b75fe5712c1e",2013,4.9107657,6.91019230315209
238,922,"Samuel U.",60029544,"University of Port Harcourt","Port Harcourt","Nigeria","Pattern, severity, and management of cranio-maxillofacial soft-tissue injuries in Port Harcourt, Nigeria","10.4103/0974-2700.120362","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889686916&doi=10.4103%2f0974-2700.120362&partnerID=40&md5=7cf0a654db62882a0029b75fe5712c1e",2013,4.9107657,6.91019230315209
238,923,"Emeka O.A.",60029544,"University of Port Harcourt","Port Harcourt","Nigeria","Pattern, severity, and management of cranio-maxillofacial soft-tissue injuries in Port Harcourt, Nigeria","10.4103/0974-2700.120362","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889686916&doi=10.4103%2f0974-2700.120362&partnerID=40&md5=7cf0a654db62882a0029b75fe5712c1e",2013,4.9107657,6.91019230315209
239,927,"Ibiyemi O.",60006270,"University of Ibadan","Ibadan","Nigeria","Perception of patients attending a tertiary hospital in Nigeria about good dental practice: A pilot study","10.4103/1119-3077.116893","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888167077&doi=10.4103%2f1119-3077.116893&partnerID=40&md5=693fba3c0a432c479e056e98d339bd39",2013,7.4470781,3.89349759828948
241,930,"Agbor M.",60031569,"University of the Western Cape","Bellville","South Africa","Smokeless tobacco use, tooth loss and oral health issues among adults in Cameroon","10.4314/ahs.v13i3.38","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883732950&doi=10.4314%2fahs.v13i3.38&partnerID=40&md5=c2f6239b985cb63ba41c14b7e93a66b5",2013,-33.93273025,18.6286400458391
241,931,"Azodo C.",60017980,"University of Benin","Benin","Nigeria","Smokeless tobacco use, tooth loss and oral health issues among adults in Cameroon","10.4314/ahs.v13i3.38","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883732950&doi=10.4314%2fahs.v13i3.38&partnerID=40&md5=c2f6239b985cb63ba41c14b7e93a66b5",2013,6.33441425,5.59982711348408
242,933,"Masumo R.",60029622,"Universitetet i Bergen","Bergen","Norway","Feeding practice among 6-36 months old in Tanzania and Uganda: Reliability and relationship with early childhood caries, ECC","10.3109/00016357.2012.762991","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883595399&doi=10.3109%2f00016357.2012.762991&partnerID=40&md5=d3bd8e168f5809a2c9f5b7e78f9310ab",2013,60.26958,5.222626
242,934,"Bardsen A.",60029622,"Universitetet i Bergen","Bergen","Norway","Feeding practice among 6-36 months old in Tanzania and Uganda: Reliability and relationship with early childhood caries, ECC","10.3109/00016357.2012.762991","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883595399&doi=10.3109%2f00016357.2012.762991&partnerID=40&md5=d3bd8e168f5809a2c9f5b7e78f9310ab",2013,60.26958,5.222626
242,936,"Åstrom A.",60029622,"Universitetet i Bergen","Bergen","Norway","Feeding practice among 6-36 months old in Tanzania and Uganda: Reliability and relationship with early childhood caries, ECC","10.3109/00016357.2012.762991","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883595399&doi=10.3109%2f00016357.2012.762991&partnerID=40&md5=d3bd8e168f5809a2c9f5b7e78f9310ab",2013,60.26958,5.222626
243,937,"Ajayi Y.O.",60006448,"University of Lagos","Lagos","Nigeria","Descriptors of permanent teeth with cariously exposed pulp in patients presenting at a Nigerian hospital","10.3109/00016357.2012.757643","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883562753&doi=10.3109%2f00016357.2012.757643&partnerID=40&md5=89d331e51280610d0e58292c3b4d1410",2013,6.5119319,3.39367856275101
243,938,"Sofola O.O.",60006448,"University of Lagos","Lagos","Nigeria","Descriptors of permanent teeth with cariously exposed pulp in patients presenting at a Nigerian hospital","10.3109/00016357.2012.757643","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883562753&doi=10.3109%2f00016357.2012.757643&partnerID=40&md5=89d331e51280610d0e58292c3b4d1410",2013,6.5119319,3.39367856275101
244,939,"Watson G.",60000811,"Eastman Institute for Oral Health","Rochester","United States","Neurodevelopmental outcomes at 5 years in children exposed prenatally to maternal dental amalgam: The seychelles child development nutrition study","10.1016/j.ntt.2013.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881264173&doi=10.1016%2fj.ntt.2013.07.003&partnerID=40&md5=e45084972359b23b22a368873cc5bdda",2013,43.1240273,-77.6224131795076
244,940,"van Wijngaarden E.",60027165,"University of Rochester","Rochester","United States","Neurodevelopmental outcomes at 5 years in children exposed prenatally to maternal dental amalgam: The seychelles child development nutrition study","10.1016/j.ntt.2013.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881264173&doi=10.1016%2fj.ntt.2013.07.003&partnerID=40&md5=e45084972359b23b22a368873cc5bdda",2013,43.1226985,-77.6307297
244,941,"Love T.",60027165,"University of Rochester","Rochester","United States","Neurodevelopmental outcomes at 5 years in children exposed prenatally to maternal dental amalgam: The seychelles child development nutrition study","10.1016/j.ntt.2013.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881264173&doi=10.1016%2fj.ntt.2013.07.003&partnerID=40&md5=e45084972359b23b22a368873cc5bdda",2013,43.1226985,-77.6307297
244,942,"McSorley E.",60000811,"Eastman Institute for Oral Health","Rochester","United States","Neurodevelopmental outcomes at 5 years in children exposed prenatally to maternal dental amalgam: The seychelles child development nutrition study","10.1016/j.ntt.2013.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881264173&doi=10.1016%2fj.ntt.2013.07.003&partnerID=40&md5=e45084972359b23b22a368873cc5bdda",2013,43.1240273,-77.6224131795076
244,943,"Bonham M.",60027165,"University of Rochester","Rochester","United States","Neurodevelopmental outcomes at 5 years in children exposed prenatally to maternal dental amalgam: The seychelles child development nutrition study","10.1016/j.ntt.2013.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881264173&doi=10.1016%2fj.ntt.2013.07.003&partnerID=40&md5=e45084972359b23b22a368873cc5bdda",2013,43.1226985,-77.6307297
244,944,"Mulhern M.",60027165,"University of Rochester","Rochester","United States","Neurodevelopmental outcomes at 5 years in children exposed prenatally to maternal dental amalgam: The seychelles child development nutrition study","10.1016/j.ntt.2013.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881264173&doi=10.1016%2fj.ntt.2013.07.003&partnerID=40&md5=e45084972359b23b22a368873cc5bdda",2013,43.1226985,-77.6307297
244,945,"Yeates A.",60027165,"University of Rochester","Rochester","United States","Neurodevelopmental outcomes at 5 years in children exposed prenatally to maternal dental amalgam: The seychelles child development nutrition study","10.1016/j.ntt.2013.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881264173&doi=10.1016%2fj.ntt.2013.07.003&partnerID=40&md5=e45084972359b23b22a368873cc5bdda",2013,43.1226985,-77.6307297
244,946,"Davidson P.",60020730,"Ulster University","Coleraine","United Kingdom","Neurodevelopmental outcomes at 5 years in children exposed prenatally to maternal dental amalgam: The seychelles child development nutrition study","10.1016/j.ntt.2013.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881264173&doi=10.1016%2fj.ntt.2013.07.003&partnerID=40&md5=e45084972359b23b22a368873cc5bdda",2013,55.00584965,-7.32308813148154
244,947,"Shamlaye C.",60020730,"Ulster University","Coleraine","United Kingdom","Neurodevelopmental outcomes at 5 years in children exposed prenatally to maternal dental amalgam: The seychelles child development nutrition study","10.1016/j.ntt.2013.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881264173&doi=10.1016%2fj.ntt.2013.07.003&partnerID=40&md5=e45084972359b23b22a368873cc5bdda",2013,55.00584965,-7.32308813148154
244,948,"Strain J.",60019578,"Monash University","Melbourne","Australia","Neurodevelopmental outcomes at 5 years in children exposed prenatally to maternal dental amalgam: The seychelles child development nutrition study","10.1016/j.ntt.2013.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881264173&doi=10.1016%2fj.ntt.2013.07.003&partnerID=40&md5=e45084972359b23b22a368873cc5bdda",2013,-37.8774234,145.044966917403
244,949,"Thurston S.",60020730,"Ulster University","Coleraine","United Kingdom","Neurodevelopmental outcomes at 5 years in children exposed prenatally to maternal dental amalgam: The seychelles child development nutrition study","10.1016/j.ntt.2013.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881264173&doi=10.1016%2fj.ntt.2013.07.003&partnerID=40&md5=e45084972359b23b22a368873cc5bdda",2013,55.00584965,-7.32308813148154
244,950,"Harrington D.",60020730,"Ulster University","Coleraine","United Kingdom","Neurodevelopmental outcomes at 5 years in children exposed prenatally to maternal dental amalgam: The seychelles child development nutrition study","10.1016/j.ntt.2013.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881264173&doi=10.1016%2fj.ntt.2013.07.003&partnerID=40&md5=e45084972359b23b22a368873cc5bdda",2013,55.00584965,-7.32308813148154
244,951,"Zareba G.",60027165,"University of Rochester","Rochester","United States","Neurodevelopmental outcomes at 5 years in children exposed prenatally to maternal dental amalgam: The seychelles child development nutrition study","10.1016/j.ntt.2013.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881264173&doi=10.1016%2fj.ntt.2013.07.003&partnerID=40&md5=e45084972359b23b22a368873cc5bdda",2013,43.1226985,-77.6307297
244,952,"Wallace J.",60027165,"University of Rochester","Rochester","United States","Neurodevelopmental outcomes at 5 years in children exposed prenatally to maternal dental amalgam: The seychelles child development nutrition study","10.1016/j.ntt.2013.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881264173&doi=10.1016%2fj.ntt.2013.07.003&partnerID=40&md5=e45084972359b23b22a368873cc5bdda",2013,43.1226985,-77.6307297
246,957,"Amien F.",60031569,"University of the Western Cape","Bellville","South Africa","Location of community pharmacies and prevalence of oral conditions in the Western Cape Province","10.4102/hsag.v18i1.687","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881581476&doi=10.4102%2fhsag.v18i1.687&partnerID=40&md5=0430d7c36842d35acbf29ed85a1104de",2013,-33.93273025,18.6286400458391
246,958,"Myburgh N.",60031569,"University of the Western Cape","Bellville","South Africa","Location of community pharmacies and prevalence of oral conditions in the Western Cape Province","10.4102/hsag.v18i1.687","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881581476&doi=10.4102%2fhsag.v18i1.687&partnerID=40&md5=0430d7c36842d35acbf29ed85a1104de",2013,-33.93273025,18.6286400458391
246,959,"Butler N.",60031569,"University of the Western Cape","Bellville","South Africa","Location of community pharmacies and prevalence of oral conditions in the Western Cape Province","10.4102/hsag.v18i1.687","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881581476&doi=10.4102%2fhsag.v18i1.687&partnerID=40&md5=0430d7c36842d35acbf29ed85a1104de",2013,-33.93273025,18.6286400458391
247,962,"Vithlani G.",60009797,"Guy's Hospital","London","United Kingdom","Patient satisfaction with oral urgent treatment (OUT) in North West Tanzania","10.1038/sj.bdj.2013.736","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941339057&doi=10.1038%2fsj.bdj.2013.736&partnerID=40&md5=a9bd4bfbb2317005ba9958413a8c0069",2013,51.50320985,-0.0867273478494055
248,964,"Msagati F.",60071590,"Muhimbili National Hospital","Dar Es Salaam","Tanzania","Pattern of occurrence and treatment of impacted teeth at the Muhimbili National Hospital, Dar es Salaam, Tanzania","10.1186/1472-6831-13-37","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881034272&doi=10.1186%2f1472-6831-13-37&partnerID=40&md5=5813c3760858e5bf6c6aec8d557ab264",2013,-6.8082589,39.2723325133387
248,965,"Simon E.",60071590,"Muhimbili National Hospital","Dar Es Salaam","Tanzania","Pattern of occurrence and treatment of impacted teeth at the Muhimbili National Hospital, Dar es Salaam, Tanzania","10.1186/1472-6831-13-37","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881034272&doi=10.1186%2f1472-6831-13-37&partnerID=40&md5=5813c3760858e5bf6c6aec8d557ab264",2013,-6.8082589,39.2723325133387
248,966,"Owibingire S.",60071590,"Muhimbili National Hospital","Dar Es Salaam","Tanzania","Pattern of occurrence and treatment of impacted teeth at the Muhimbili National Hospital, Dar es Salaam, Tanzania","10.1186/1472-6831-13-37","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881034272&doi=10.1186%2f1472-6831-13-37&partnerID=40&md5=5813c3760858e5bf6c6aec8d557ab264",2013,-6.8082589,39.2723325133387
249,967,"Oziegbe E.",60011031,"Obafemi Awolowo University","Ife","Nigeria","Prevalence and clinical consequences of untreated dental caries using PUFA index in suburban Nigerian school children","10.1007/s40368-013-0052-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881219232&doi=10.1007%2fs40368-013-0052-5&partnerID=40&md5=597c6e7a32a53fb4cceae92a69b7ae11",2013,7.5204371,4.52330036788097
249,968,"Esan T.",60011031,"Obafemi Awolowo University","Ife","Nigeria","Prevalence and clinical consequences of untreated dental caries using PUFA index in suburban Nigerian school children","10.1007/s40368-013-0052-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881219232&doi=10.1007%2fs40368-013-0052-5&partnerID=40&md5=597c6e7a32a53fb4cceae92a69b7ae11",2013,7.5204371,4.52330036788097
250,969,"Olabu B.O.",60048717,"University of Nairobi","Nairobi","Kenya","Impact of socio-cultural practice of infant/young child gum lancing during teething","10.17796/jcpd.37.4.l86784137776p346","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885936212&doi=10.17796%2fjcpd.37.4.l86784137776p346&partnerID=40&md5=bfd26ea322cabc466e67d2a482e9ac71",2013,-1.27815965,36.8129899739363
251,973,"Luyten A.",60033316,"Universiteit Gent","Ghent","Belgium","Parental satisfaction in Ugandan children with cleft lip and palate following synchronous lip and palatal repair","10.1016/j.jcomdis.2013.03.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883817869&doi=10.1016%2fj.jcomdis.2013.03.001&partnerID=40&md5=8a300141063a2eb0af5f638583cd1246",2013,51.00784845,3.71088306849198
251,974,"D'haeseleer E.",60033316,"Universiteit Gent","Ghent","Belgium","Parental satisfaction in Ugandan children with cleft lip and palate following synchronous lip and palatal repair","10.1016/j.jcomdis.2013.03.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883817869&doi=10.1016%2fj.jcomdis.2013.03.001&partnerID=40&md5=8a300141063a2eb0af5f638583cd1246",2013,51.00784845,3.71088306849198
251,978,"Vermeersch H.",60033316,"Universiteit Gent","Ghent","Belgium","Parental satisfaction in Ugandan children with cleft lip and palate following synchronous lip and palatal repair","10.1016/j.jcomdis.2013.03.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883817869&doi=10.1016%2fj.jcomdis.2013.03.001&partnerID=40&md5=8a300141063a2eb0af5f638583cd1246",2013,51.00784845,3.71088306849198
251,979,"Van Lierde K.",60033316,"Universiteit Gent","Ghent","Belgium","Parental satisfaction in Ugandan children with cleft lip and palate following synchronous lip and palatal repair","10.1016/j.jcomdis.2013.03.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883817869&doi=10.1016%2fj.jcomdis.2013.03.001&partnerID=40&md5=8a300141063a2eb0af5f638583cd1246",2013,51.00784845,3.71088306849198
252,980,"Folayan M.O.",60011031,"Obafemi Awolowo University","Ife","Nigeria","Determinants of preventive oral health behaviour among senior dental students in Nigeria","10.1186/1472-6831-13-28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879034819&doi=10.1186%2f1472-6831-13-28&partnerID=40&md5=2f4f1fa1ff0bcc259e18587acaa68654",2013,7.5204371,4.52330036788097
252,981,"Khami M.R.",60027708,"Tehran University of Medical Sciences","Tehran","Iran","Determinants of preventive oral health behaviour among senior dental students in Nigeria","10.1186/1472-6831-13-28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879034819&doi=10.1186%2f1472-6831-13-28&partnerID=40&md5=2f4f1fa1ff0bcc259e18587acaa68654",2013,35.7058628,51.3941557
252,983,"Popoola B.O.",60006270,"University of Ibadan","Ibadan","Nigeria","Determinants of preventive oral health behaviour among senior dental students in Nigeria","10.1186/1472-6831-13-28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879034819&doi=10.1186%2f1472-6831-13-28&partnerID=40&md5=2f4f1fa1ff0bcc259e18587acaa68654",2013,7.4470781,3.89349759828948
252,984,"Sofola O.O.",60006448,"University of Lagos","Lagos","Nigeria","Determinants of preventive oral health behaviour among senior dental students in Nigeria","10.1186/1472-6831-13-28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879034819&doi=10.1186%2f1472-6831-13-28&partnerID=40&md5=2f4f1fa1ff0bcc259e18587acaa68654",2013,6.5119319,3.39367856275101
252,985,"Ligali T.O.",60013763,"University of Maiduguri","Maiduguri","Nigeria","Determinants of preventive oral health behaviour among senior dental students in Nigeria","10.1186/1472-6831-13-28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879034819&doi=10.1186%2f1472-6831-13-28&partnerID=40&md5=2f4f1fa1ff0bcc259e18587acaa68654",2013,11.8251734,13.1826716
252,987,"Orenuga O.O.",60006448,"University of Lagos","Lagos","Nigeria","Determinants of preventive oral health behaviour among senior dental students in Nigeria","10.1186/1472-6831-13-28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879034819&doi=10.1186%2f1472-6831-13-28&partnerID=40&md5=2f4f1fa1ff0bcc259e18587acaa68654",2013,6.5119319,3.39367856275101
253,988,"Sede M.",60017980,"University of Benin","Benin","Nigeria","Stem cells in Dentistry: Knowledge and attitude of Nigerian Dentists","10.1186/1472-6831-13-27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878893985&doi=10.1186%2f1472-6831-13-27&partnerID=40&md5=264bf1358261781e37c873c8fbe7419a",2013,6.33441425,5.59982711348408
253,989,"Audu O.",60017980,"University of Benin","Benin","Nigeria","Stem cells in Dentistry: Knowledge and attitude of Nigerian Dentists","10.1186/1472-6831-13-27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878893985&doi=10.1186%2f1472-6831-13-27&partnerID=40&md5=264bf1358261781e37c873c8fbe7419a",2013,6.33441425,5.59982711348408
253,990,"Azodo C.",60017980,"University of Benin","Benin","Nigeria","Stem cells in Dentistry: Knowledge and attitude of Nigerian Dentists","10.1186/1472-6831-13-27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878893985&doi=10.1186%2f1472-6831-13-27&partnerID=40&md5=264bf1358261781e37c873c8fbe7419a",2013,6.33441425,5.59982711348408
254,991,"Agbaje M.O.",60025593,"Lagos State University","Lagos","Nigeria","Dental caries in children--an assessment of the knowledge of Nigerian paediatricians","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892753491&partnerID=40&md5=2293f55afd042034e6673b94c559eccf",2013,6.47333265,3.1995514771279
254,992,"Agbaje M.O.",60025593,"Lagos State University","Lagos","Nigeria","Dental caries in children--an assessment of the knowledge of Nigerian paediatricians","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892753491&partnerID=40&md5=2293f55afd042034e6673b94c559eccf",2013,6.47333265,3.1995514771279
254,993,"Agbaje M.O.",60025593,"Lagos State University","Lagos","Nigeria","Dental caries in children--an assessment of the knowledge of Nigerian paediatricians","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892753491&partnerID=40&md5=2293f55afd042034e6673b94c559eccf",2013,6.47333265,3.1995514771279
254,994,"Agbaje M.O.",60025593,"Lagos State University","Lagos","Nigeria","Dental caries in children--an assessment of the knowledge of Nigerian paediatricians","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892753491&partnerID=40&md5=2293f55afd042034e6673b94c559eccf",2013,6.47333265,3.1995514771279
254,995,"Agbaje M.O.",60025593,"Lagos State University","Lagos","Nigeria","Dental caries in children--an assessment of the knowledge of Nigerian paediatricians","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892753491&partnerID=40&md5=2293f55afd042034e6673b94c559eccf",2013,6.47333265,3.1995514771279
255,996,"Mafuvadze B.T.",60033774,"University of Zimbabwe","Harare","Zimbabwe","Dental caries and oral health practice among 12 year old school children from low socio-economic status background in Zimbabwe","10.11604/pamj.2013.14.164.2399","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878188182&doi=10.11604%2fpamj.2013.14.164.2399&partnerID=40&md5=e50cc36812c1d83d76328214842ca7a9",2013,-17.7853572,31.0520757704739
255,997,"Mahachi L.",60033774,"University of Zimbabwe","Harare","Zimbabwe","Dental caries and oral health practice among 12 year old school children from low socio-economic status background in Zimbabwe","10.11604/pamj.2013.14.164.2399","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878188182&doi=10.11604%2fpamj.2013.14.164.2399&partnerID=40&md5=e50cc36812c1d83d76328214842ca7a9",2013,-17.7853572,31.0520757704739
255,998,"Mafuvadze B.",60006173,"University of Missouri","Columbia","United States","Dental caries and oral health practice among 12 year old school children from low socio-economic status background in Zimbabwe","10.11604/pamj.2013.14.164.2399","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878188182&doi=10.11604%2fpamj.2013.14.164.2399&partnerID=40&md5=e50cc36812c1d83d76328214842ca7a9",2013,38.93641465,-92.3297030178454
256,999,"Masumo R.",60029622,"Universitetet i Bergen","Bergen","Norway","Developmental defects of enamel in primary teeth and association with early life course events: A study of 6-36 month old children in Manyara, Tanzania","10.1186/1472-6831-13-21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877614043&doi=10.1186%2f1472-6831-13-21&partnerID=40&md5=3d206d653e16ff50316db9cca010849f",2013,60.26958,5.222626
256,1000,"Bårdsen A.",60029622,"Universitetet i Bergen","Bergen","Norway","Developmental defects of enamel in primary teeth and association with early life course events: A study of 6-36 month old children in Manyara, Tanzania","10.1186/1472-6831-13-21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877614043&doi=10.1186%2f1472-6831-13-21&partnerID=40&md5=3d206d653e16ff50316db9cca010849f",2013,60.26958,5.222626
257,1002,"Nwhator S.O.",60011416,"University of Abuja","Abuja","Nigeria","Self-assessed dental health knowledge of Nigerian doctors","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961018159&partnerID=40&md5=876c95b0cb0e7bb0b9c06999785b3a09",2013,8.9807832,7.17798576090818
257,1003,"Olojede C.O.",123838401,"College of Medicine","Lagos","Nigeria","Self-assessed dental health knowledge of Nigerian doctors","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961018159&partnerID=40&md5=876c95b0cb0e7bb0b9c06999785b3a09",2013,6.5105426,3.3954248
257,1005,"Agbaje M.O.",60026284,"Lagos State University Teaching Hospital","Lagos","Nigeria","Self-assessed dental health knowledge of Nigerian doctors","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961018159&partnerID=40&md5=876c95b0cb0e7bb0b9c06999785b3a09",2013,6.5896612,3.34219759420264
258,1010,"Diémé M.J.",60071550,"Hopital Principal de Dakar","Dakar","Senegal","The role of human papillomavirus in head and neck cancer in Senegal","10.1186/1750-9378-8-14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876095512&doi=10.1186%2f1750-9378-8-14&partnerID=40&md5=9586157ce7130a97521916057e106f33",2013,14.6611201,-17.4347816272675
258,1011,"Tous S.",60071540,"Universite Cheikh Anta Diop","Dakar","Senegal","The role of human papillomavirus in head and neck cancer in Senegal","10.1186/1750-9378-8-14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876095512&doi=10.1186%2f1750-9378-8-14&partnerID=40&md5=9586157ce7130a97521916057e106f33",2013,14.68724935,-17.464446447273
258,1012,"Klaustermeier J.E.",60071540,"Universite Cheikh Anta Diop","Dakar","Senegal","The role of human papillomavirus in head and neck cancer in Senegal","10.1186/1750-9378-8-14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876095512&doi=10.1186%2f1750-9378-8-14&partnerID=40&md5=9586157ce7130a97521916057e106f33",2013,14.68724935,-17.464446447273
260,1022,"Simiyu B.N.",60048717,"University of Nairobi","Nairobi","Kenya","Keratocystic odontogenic tumours of the jaws and associated pathologies: A 10-year clinicopathologic audit in a referral teaching hospital in Kenya","10.1016/j.jcms.2012.09.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884213561&doi=10.1016%2fj.jcms.2012.09.006&partnerID=40&md5=080f7ce5211d0ca96ac613aa9bdf4316",2013,-1.27815965,36.8129899739363
260,1023,"Butt F.",60048717,"University of Nairobi","Nairobi","Kenya","Keratocystic odontogenic tumours of the jaws and associated pathologies: A 10-year clinicopathologic audit in a referral teaching hospital in Kenya","10.1016/j.jcms.2012.09.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884213561&doi=10.1016%2fj.jcms.2012.09.006&partnerID=40&md5=080f7ce5211d0ca96ac613aa9bdf4316",2013,-1.27815965,36.8129899739363
260,1024,"Dimba E.A.",60048717,"University of Nairobi","Nairobi","Kenya","Keratocystic odontogenic tumours of the jaws and associated pathologies: A 10-year clinicopathologic audit in a referral teaching hospital in Kenya","10.1016/j.jcms.2012.09.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884213561&doi=10.1016%2fj.jcms.2012.09.006&partnerID=40&md5=080f7ce5211d0ca96ac613aa9bdf4316",2013,-1.27815965,36.8129899739363
260,1025,"Wagaiyu E.G.",60048717,"University of Nairobi","Nairobi","Kenya","Keratocystic odontogenic tumours of the jaws and associated pathologies: A 10-year clinicopathologic audit in a referral teaching hospital in Kenya","10.1016/j.jcms.2012.09.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884213561&doi=10.1016%2fj.jcms.2012.09.006&partnerID=40&md5=080f7ce5211d0ca96ac613aa9bdf4316",2013,-1.27815965,36.8129899739363
260,1026,"Awange D.O.",60048717,"University of Nairobi","Nairobi","Kenya","Keratocystic odontogenic tumours of the jaws and associated pathologies: A 10-year clinicopathologic audit in a referral teaching hospital in Kenya","10.1016/j.jcms.2012.09.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884213561&doi=10.1016%2fj.jcms.2012.09.006&partnerID=40&md5=080f7ce5211d0ca96ac613aa9bdf4316",2013,-1.27815965,36.8129899739363
260,1027,"Guthua S.W.",60048717,"University of Nairobi","Nairobi","Kenya","Keratocystic odontogenic tumours of the jaws and associated pathologies: A 10-year clinicopathologic audit in a referral teaching hospital in Kenya","10.1016/j.jcms.2012.09.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884213561&doi=10.1016%2fj.jcms.2012.09.006&partnerID=40&md5=080f7ce5211d0ca96ac613aa9bdf4316",2013,-1.27815965,36.8129899739363
260,1028,"Slootweg P.J.",60048717,"University of Nairobi","Nairobi","Kenya","Keratocystic odontogenic tumours of the jaws and associated pathologies: A 10-year clinicopathologic audit in a referral teaching hospital in Kenya","10.1016/j.jcms.2012.09.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884213561&doi=10.1016%2fj.jcms.2012.09.006&partnerID=40&md5=080f7ce5211d0ca96ac613aa9bdf4316",2013,-1.27815965,36.8129899739363
